InputString,Actual,Predicted_Interpolation,Correct_Interpolation,InTop10_Interpolation,InWordCloud_Interpolation,Runtime_Interpolation,Predicted_Backoff,Correct_Backoff,InTop10_Backoff,InWordCloud_Backoff,Runtime_Backoff
my attention,let,to,FALSE,FALSE,FALSE,0.219999999999345,to,FALSE,FALSE,FALSE,0.219999999999345
 koschman didnt strike,anyone,in,FALSE,FALSE,FALSE,0.230000000000473,in,FALSE,FALSE,FALSE,0.239999999999782
mall she calmly changes into,the,the,TRUE,TRUE,TRUE,0.25,the,TRUE,TRUE,TRUE,0.230000000000473
day dlc for,this,the,FALSE,TRUE,TRUE,0.25,the,FALSE,TRUE,TRUE,0.270000000000437
messed up on that one,hahaha,of,FALSE,FALSE,FALSE,0.289999999999964,of,FALSE,FALSE,FALSE,0.140000000000327
giant freddie mac,is,and,FALSE,TRUE,TRUE,0.219999999999345,and,FALSE,TRUE,TRUE,0.200000000000728
raise awareness  help,other,me,FALSE,FALSE,FALSE,0.270000000000437,you,FALSE,FALSE,FALSE,0.130000000000109
my album get edited,and,by,FALSE,FALSE,FALSE,0.269999999999527,by,FALSE,FALSE,FALSE,0.220000000000255
complete universal,pictures,literacy,FALSE,FALSE,FALSE,0.170000000000073,literacy,FALSE,FALSE,FALSE,0.210000000000036
to run for,congress,the,FALSE,FALSE,TRUE,0.259999999999309,the,FALSE,FALSE,FALSE,0.110000000000582
wool over their,eyes,own,FALSE,FALSE,TRUE,0.279999999999745,own,FALSE,FALSE,TRUE,0.25
posted soon quickie remix feat,mixed,the,FALSE,FALSE,FALSE,0.239999999999782,the,FALSE,FALSE,FALSE,0.230000000000473
said courchesne who arrived,at,at,TRUE,TRUE,TRUE,0.269999999999527,at,TRUE,TRUE,TRUE,0.25
a presentation on my,screen,way,FALSE,FALSE,FALSE,0.279999999999745,way,FALSE,FALSE,FALSE,0.130000000000109
pgcounty teams wise girls,largo,and,FALSE,FALSE,FALSE,0.269999999999527,and,FALSE,FALSE,FALSE,0.230000000000473
body injury thought to,be,myself,FALSE,TRUE,TRUE,0.349999999999454,myself,FALSE,FALSE,FALSE,0.140000000000327
intolerant so,i,i,TRUE,TRUE,TRUE,0.229999999999563,i,TRUE,TRUE,TRUE,0.240000000000691
in the universality of truth,in,and,FALSE,FALSE,TRUE,0.279999999999745,and,FALSE,FALSE,TRUE,0.25
to keep your credit card,handy,i,FALSE,FALSE,FALSE,0.25,i,FALSE,FALSE,FALSE,0.229999999999563
skoo to get,my,a,FALSE,TRUE,TRUE,0.25,a,FALSE,TRUE,TRUE,0.119999999999891
yes it,will,is,FALSE,TRUE,TRUE,0.220000000000255,is,FALSE,TRUE,TRUE,0.069999999999709
were going,to,to,TRUE,TRUE,TRUE,0.199999999999818,to,TRUE,TRUE,TRUE,0.0799999999999272
kruger hayes shaw saad and,olsen,the,FALSE,FALSE,FALSE,0.389999999999418,the,FALSE,FALSE,FALSE,0.340000000000146
west coast time,i,to,FALSE,TRUE,TRUE,0.25,to,FALSE,TRUE,TRUE,0.240000000000691
would have been a,strictly,great,FALSE,FALSE,FALSE,0.359999999999673,long,FALSE,FALSE,FALSE,0.119999999999891
can possibly express the gratitude,and,that,FALSE,FALSE,FALSE,0.280000000000655,that,FALSE,FALSE,FALSE,0.259999999999309
 its,unbelievable,a,FALSE,FALSE,FALSE,0.119999999999891,a,FALSE,FALSE,FALSE,0.119999999999891
really need a program,that,that,TRUE,TRUE,TRUE,0.25,that,TRUE,TRUE,TRUE,0.119999999999891
need cheering,up,for,FALSE,FALSE,FALSE,0.220000000000255,for,FALSE,FALSE,FALSE,0.199999999999818
can realize my life,dream,i,FALSE,FALSE,FALSE,0.230000000000473,i,FALSE,FALSE,FALSE,0.1299999999992
butterflies from,the,the,TRUE,TRUE,TRUE,0.200000000000728,the,TRUE,TRUE,TRUE,0.1899999999996
prices look like for,the,the,TRUE,TRUE,TRUE,0.270000000000437,the,TRUE,TRUE,TRUE,0.109999999999673
settled aboard,southwest,a,FALSE,FALSE,FALSE,0.230000000000473,a,FALSE,FALSE,FALSE,0.200000000000728
for the,scrambled,first,FALSE,FALSE,FALSE,0.420000000000073,first,FALSE,FALSE,FALSE,0.0999999999994543
on interstate  at,zumbehl,the,FALSE,FALSE,FALSE,0.319999999999709,end,FALSE,FALSE,FALSE,0.149999999999636
warren strumpfer was also,looking,a,FALSE,FALSE,TRUE,0.279999999999745,a,FALSE,FALSE,FALSE,0.109999999999673
of things brings out the,yr,door,FALSE,FALSE,FALSE,0.559999999999491,door,FALSE,FALSE,FALSE,0.140000000000327
on troubled european sovereign,debt,the,FALSE,FALSE,FALSE,0.279999999999745,the,FALSE,FALSE,FALSE,0.280000000000655
to people when theyre,mad,not,FALSE,FALSE,FALSE,0.269999999999527,not,FALSE,FALSE,FALSE,0.25
walked in runway shows,of,that,FALSE,FALSE,FALSE,0.25,that,FALSE,FALSE,FALSE,0.25
tour buses outside a,cliff,few,FALSE,FALSE,FALSE,0.369999999999891,few,FALSE,FALSE,FALSE,0.359999999999673
to cheer for que,pasa,the,FALSE,FALSE,FALSE,0.199999999999818,the,FALSE,FALSE,FALSE,0.199999999999818
me shut the ,up,door,FALSE,FALSE,FALSE,0.430000000000291,door,FALSE,FALSE,FALSE,0.0900000000001455
from an invisible to,a,the,FALSE,TRUE,TRUE,0.3100000000004,the,FALSE,TRUE,TRUE,0.309999999999491
to get our mail,delivered,and,FALSE,FALSE,FALSE,0.25,and,FALSE,FALSE,FALSE,0.229999999999563
party that tops everything in,my,sight,FALSE,TRUE,TRUE,0.340000000000146,sight,FALSE,FALSE,FALSE,0.170000000000073
hockey handle i like,a,to,FALSE,TRUE,TRUE,0.300000000000182,to,FALSE,FALSE,TRUE,0.140000000000327
greater recommendation than any,letter,other,FALSE,FALSE,FALSE,0.279999999999745,other,FALSE,FALSE,FALSE,0.140000000000327
to give back over ,million,the,FALSE,FALSE,TRUE,0.260000000000218,the,FALSE,FALSE,FALSE,0.109999999999673
the morning practice,briere,for,FALSE,FALSE,FALSE,0.25,for,FALSE,FALSE,FALSE,0.25
has trends its like the,best,one,FALSE,TRUE,TRUE,0.559999999999491,one,FALSE,TRUE,TRUE,0.139999999999418
it all about the,time,way,FALSE,FALSE,TRUE,0.549999999999272,way,FALSE,FALSE,FALSE,0.1200000000008
to surrounding districts admittedly,its,the,FALSE,FALSE,FALSE,0.25,the,FALSE,FALSE,FALSE,0.25
end costly health and pension,benefits,fund,FALSE,FALSE,FALSE,0.280000000000655,fund,FALSE,FALSE,FALSE,0.279999999999745
a crossroads with one,path,of,FALSE,FALSE,FALSE,0.299999999999272,of,FALSE,FALSE,FALSE,0.180000000000291
with her i forbid,it,the,FALSE,FALSE,FALSE,0.270000000000437,the,FALSE,FALSE,FALSE,0.25
its purpose,the,of,FALSE,FALSE,FALSE,0.210000000000036,of,FALSE,FALSE,FALSE,0.210000000000036
see her go,but,to,FALSE,FALSE,TRUE,0.199999999999818,to,FALSE,FALSE,FALSE,0.130000000000109
i feel your marchmadness,pain,the,FALSE,FALSE,FALSE,0.25,the,FALSE,FALSE,FALSE,0.230000000000473
and dewey have,also,a,FALSE,FALSE,TRUE,0.260000000000218,a,FALSE,FALSE,TRUE,0.270000000000437
should still,check,have,FALSE,FALSE,FALSE,0.229999999999563,have,FALSE,FALSE,FALSE,0.220000000000255
cities and counties,across,and,FALSE,FALSE,FALSE,0.25,and,FALSE,FALSE,FALSE,0.239999999999782
sexual deviance,collecting,the,FALSE,FALSE,FALSE,0.210000000000036,the,FALSE,FALSE,FALSE,0.199999999999818
come visit our website ,theglobalelementscom,and,FALSE,FALSE,FALSE,0.269999999999527,and,FALSE,FALSE,FALSE,0.119999999999891
is nflbound and,the,the,TRUE,TRUE,TRUE,0.340000000000146,the,TRUE,TRUE,TRUE,0.350000000000364
i be throwing it,on,was,FALSE,FALSE,TRUE,0.279999999999745,was,FALSE,FALSE,TRUE,0.279999999999745
craving void left aching,in,the,FALSE,TRUE,TRUE,0.25,the,FALSE,TRUE,TRUE,0.25
cyclists and other,oldschool,people,FALSE,FALSE,FALSE,0.259999999999309,things,FALSE,FALSE,FALSE,0.119999999999891
feeding usually only takes you,about,to,FALSE,FALSE,TRUE,0.280000000000655,to,FALSE,FALSE,FALSE,0.140000000000327
can recommend an,excellent,amazing,FALSE,TRUE,TRUE,0.25,amazing,FALSE,TRUE,TRUE,0.260000000000218
and realized im three,rabbit,years,FALSE,FALSE,FALSE,0.289999999999964,years,FALSE,FALSE,FALSE,0.279999999999745
to abide by state,paytoplay,and,FALSE,FALSE,FALSE,0.25,and,FALSE,FALSE,FALSE,0.25
where it spills,into,the,FALSE,FALSE,FALSE,0.229999999999563,the,FALSE,FALSE,FALSE,0.25
virgin olive,oil,oil,TRUE,TRUE,TRUE,0.199999999999818,oil,TRUE,TRUE,TRUE,0.210000000000036
but i have to get,up,up,TRUE,TRUE,TRUE,0.260000000000218,up,TRUE,TRUE,TRUE,0.0599999999994907
was fun to chat,and,about,FALSE,FALSE,FALSE,0.25,about,FALSE,FALSE,FALSE,0.139999999999418
a fouryear low,spending,for,FALSE,FALSE,FALSE,0.25,for,FALSE,FALSE,FALSE,0.220000000000255
to our citizens,and,to,FALSE,FALSE,FALSE,0.299999999999272,to,FALSE,FALSE,FALSE,0.25
up atl ravens fam like,or,a,FALSE,FALSE,FALSE,0.270000000000437,a,FALSE,FALSE,FALSE,0.239999999999782
buy my noah gundersonlemolo,ticket,the,FALSE,FALSE,FALSE,0.25,the,FALSE,FALSE,FALSE,0.260000000000218
sprinkle with the remaining crumb,mixture,the,FALSE,FALSE,FALSE,0.270000000000437,the,FALSE,FALSE,FALSE,0.259999999999309
newark  ,casaseabracom,police,FALSE,FALSE,FALSE,0.139999999999418,police,FALSE,FALSE,FALSE,0.140000000000327
have been here countless,times,the,FALSE,FALSE,FALSE,0.25,the,FALSE,FALSE,FALSE,0.229999999999563
later and house ed,committee,the,FALSE,FALSE,FALSE,0.229999999999563,the,FALSE,FALSE,FALSE,0.25
voters tend,to,to,TRUE,TRUE,TRUE,0.210000000000036,to,TRUE,TRUE,TRUE,0.199999999999818
his target and finally,he,had,FALSE,FALSE,FALSE,0.259999999999309,had,FALSE,FALSE,FALSE,0.240000000000691
that looks,delicious,like,FALSE,FALSE,FALSE,0.229999999999563,like,FALSE,FALSE,FALSE,0.220000000000255
mean you are,being,not,FALSE,FALSE,TRUE,0.25,so,FALSE,FALSE,FALSE,0.100000000000364
a great number,â,of,FALSE,FALSE,FALSE,0.25,of,FALSE,FALSE,FALSE,0.240000000000691
midday poll apple juice or,orange,a,FALSE,FALSE,FALSE,0.240000000000691,a,FALSE,FALSE,FALSE,0.25
who play baseball,are,and,FALSE,FALSE,FALSE,0.220000000000255,and,FALSE,FALSE,FALSE,0.220000000000255
is nominated for an oscar,wow,wilde,FALSE,FALSE,FALSE,0.25,wilde,FALSE,FALSE,FALSE,0.260000000000218
relax while i shove my,foot,life,FALSE,FALSE,FALSE,0.279999999999745,life,FALSE,FALSE,FALSE,0.270000000000437
to tonights or tomorrow,murder,i,FALSE,FALSE,FALSE,0.289999999999964,i,FALSE,FALSE,FALSE,0.259999999999309
cindy stevenson,jefferson,the,FALSE,FALSE,FALSE,0.210000000000036,the,FALSE,FALSE,FALSE,0.199999999999818
a syllabus most professors write,their,a,FALSE,FALSE,FALSE,0.25,a,FALSE,FALSE,FALSE,0.229999999999563
we will be testing,in,out,FALSE,FALSE,FALSE,0.25,out,FALSE,FALSE,FALSE,0.239999999999782
treatment teams at,hagedorn,the,FALSE,FALSE,FALSE,0.269999999999527,the,FALSE,FALSE,FALSE,0.270000000000437
not expected to threaten,his,the,FALSE,FALSE,FALSE,0.280000000000655,the,FALSE,FALSE,FALSE,0.269999999999527
of life but depth of,life,the,FALSE,FALSE,TRUE,0.329999999999927,the,FALSE,FALSE,TRUE,0.3100000000004
just gathered,aton,at,FALSE,FALSE,FALSE,0.210000000000036,at,FALSE,FALSE,FALSE,0.1899999999996
duke it out with joe,giudice,and,FALSE,FALSE,FALSE,0.229999999999563,and,FALSE,FALSE,FALSE,0.230000000000473
june  his current total,compensation,of,FALSE,FALSE,FALSE,0.270000000000437,of,FALSE,FALSE,FALSE,0.260000000000218
to be thrilled,by,to,FALSE,FALSE,FALSE,0.25,to,FALSE,FALSE,FALSE,0.239999999999782
enjoy great food and drinks,on,and,FALSE,FALSE,FALSE,0.25,and,FALSE,FALSE,FALSE,0.25
we need to,get,be,FALSE,TRUE,TRUE,0.3100000000004,be,FALSE,FALSE,FALSE,0.0299999999997453
called alexhe has,autism,been,FALSE,FALSE,FALSE,0.270000000000437,been,FALSE,FALSE,FALSE,0.229999999999563
of the dirty,work,laundry,FALSE,FALSE,FALSE,0.240000000000691,laundry,FALSE,FALSE,FALSE,0.25
portlandgotcha in the,crosshairs,world,FALSE,FALSE,FALSE,0.539999999999964,world,FALSE,FALSE,FALSE,0.130000000000109
we look forward to,seeing,seeing,TRUE,TRUE,TRUE,0.330000000000837,seeing,TRUE,TRUE,TRUE,0.0299999999997453
to participation in the next,two,few,FALSE,FALSE,TRUE,0.3100000000004,few,FALSE,FALSE,FALSE,0.0799999999999272
do the wave at,turner,the,FALSE,FALSE,FALSE,0.269999999999527,the,FALSE,FALSE,FALSE,0.260000000000218
over everybody else including,wes,the,FALSE,FALSE,FALSE,0.360000000000582,the,FALSE,FALSE,FALSE,0.269999999999527
suicide but,police,i,FALSE,FALSE,FALSE,0.220000000000255,i,FALSE,FALSE,FALSE,0.220000000000255
time with your,child,favorite,FALSE,FALSE,TRUE,0.25,body,FALSE,FALSE,FALSE,0.130000000000109
just keep,growing,the,FALSE,FALSE,FALSE,0.199999999999818,the,FALSE,FALSE,FALSE,0.200000000000728
as the plants are kept,wellwatered,me,FALSE,FALSE,FALSE,0.230000000000473,me,FALSE,FALSE,FALSE,0.230000000000473
to everyone,that,who,FALSE,FALSE,TRUE,0.230000000000473,who,FALSE,FALSE,FALSE,0.0999999999994543
right now ufgt is,the,a,FALSE,TRUE,TRUE,0.300000000000182,a,FALSE,TRUE,TRUE,0.280000000000655
worst seed in,that,the,FALSE,FALSE,TRUE,0.279999999999745,the,FALSE,FALSE,TRUE,0.260000000000218
twins win and,im,the,FALSE,FALSE,TRUE,0.359999999999673,the,FALSE,FALSE,TRUE,0.340000000000146
w us the other,day,side,FALSE,TRUE,TRUE,0.289999999999964,side,FALSE,TRUE,TRUE,0.140000000000327
feathers and it zips up,to,to,TRUE,TRUE,TRUE,0.260000000000218,to,TRUE,TRUE,TRUE,0.25
enough credit for a hairstyle,that,the,FALSE,TRUE,TRUE,0.289999999999964,the,FALSE,TRUE,TRUE,0.279999999999745
give me,a,a,TRUE,TRUE,TRUE,0.219999999999345,a,TRUE,TRUE,TRUE,0.0799999999999272
menagerie of people here at,radio,the,FALSE,FALSE,FALSE,0.299999999999272,the,FALSE,FALSE,FALSE,0.140000000000327
now something a,little,little,TRUE,TRUE,TRUE,0.390000000000327,little,TRUE,TRUE,TRUE,0.140000000000327
documents indicate,that,that,TRUE,TRUE,TRUE,0.199999999999818,that,TRUE,TRUE,TRUE,0.25
to facilities,that,and,FALSE,FALSE,FALSE,0.25,and,FALSE,FALSE,FALSE,0.229999999999563
taken over and perry,leaves,is,FALSE,FALSE,FALSE,0.300000000000182,is,FALSE,FALSE,FALSE,0.25
of all major religions including,muslim,the,FALSE,FALSE,FALSE,0.289999999999964,the,FALSE,FALSE,FALSE,0.270000000000437
the life of your,dreams,life,FALSE,FALSE,TRUE,0.279999999999745,choice,FALSE,TRUE,TRUE,0.159999999999854
the shallow,water,bowl,FALSE,FALSE,FALSE,0.239999999999782,bowl,FALSE,FALSE,FALSE,0.229999999999563
nobody tell me,god,that,FALSE,FALSE,FALSE,0.300000000000182,that,FALSE,FALSE,FALSE,0.170000000000073
for the bible tells me,so,that,FALSE,FALSE,TRUE,0.279999999999745,that,FALSE,FALSE,FALSE,0.159999999999854
i saw you callin out,a,of,FALSE,TRUE,TRUE,0.279999999999745,of,FALSE,TRUE,TRUE,0.270000000000437
obama administration to,come,the,FALSE,FALSE,TRUE,0.360000000000582,the,FALSE,FALSE,TRUE,0.349999999999454
of the,updates,most,FALSE,FALSE,FALSE,0.5600000000004,year,FALSE,FALSE,FALSE,0.109999999999673
at ces and,the,the,TRUE,TRUE,TRUE,0.340000000000146,the,TRUE,TRUE,TRUE,0.340000000000146
looks like,someone,a,FALSE,FALSE,TRUE,0.25,a,FALSE,FALSE,FALSE,0.069999999999709
no one even knows his,name,own,FALSE,TRUE,TRUE,0.289999999999964,own,FALSE,TRUE,TRUE,0.349999999999454
on noodles ,but,the,FALSE,FALSE,FALSE,0.239999999999782,the,FALSE,FALSE,FALSE,0.220000000000255
and u laugh at,pretty,my,FALSE,FALSE,FALSE,0.3100000000004,my,FALSE,FALSE,FALSE,0.140000000000327
station in haryana,state,the,FALSE,FALSE,FALSE,0.260000000000218,the,FALSE,FALSE,FALSE,0.269999999999527
used to paint my,hallways,life,FALSE,FALSE,FALSE,0.300000000000182,life,FALSE,FALSE,FALSE,0.280000000000655
the effectiveness of video,promotion,and,FALSE,FALSE,FALSE,0.300000000000182,and,FALSE,FALSE,FALSE,0.279999999999745
higher than fifteen degrees,that,in,FALSE,FALSE,FALSE,0.269999999999527,in,FALSE,FALSE,FALSE,0.25
had woken me up she,knew,was,FALSE,FALSE,TRUE,0.289999999999964,was,FALSE,FALSE,TRUE,0.25
in now for the,songwriter,first,FALSE,FALSE,FALSE,0.5600000000004,first,FALSE,FALSE,FALSE,0.1299999999992
with children,are,and,FALSE,TRUE,TRUE,0.230000000000473,and,FALSE,TRUE,TRUE,0.270000000000437
my paper now time,for,to,FALSE,TRUE,TRUE,0.279999999999745,to,FALSE,FALSE,FALSE,0.119999999999891
could do,thatt,it,FALSE,FALSE,FALSE,0.229999999999563,it,FALSE,FALSE,FALSE,0.0799999999999272
welcome to our newest associate,members,pastor,FALSE,FALSE,FALSE,0.3100000000004,pastor,FALSE,FALSE,FALSE,0.329999999999927
schoenberg and,indira,the,FALSE,FALSE,FALSE,0.329999999999927,the,FALSE,FALSE,FALSE,0.369999999999891
facebook not,let,a,FALSE,FALSE,TRUE,0.270000000000437,a,FALSE,FALSE,TRUE,0.220000000000255
videos our supposed,friend,to,FALSE,FALSE,FALSE,0.279999999999745,to,FALSE,FALSE,FALSE,0.260000000000218
talks on the phone nowadays,really,the,FALSE,FALSE,FALSE,0.279999999999745,the,FALSE,FALSE,FALSE,0.280000000000655
those watching,while,the,FALSE,FALSE,FALSE,0.230000000000473,the,FALSE,FALSE,FALSE,0.199999999999818
legs to married men,gratuitous,and,FALSE,FALSE,FALSE,0.270000000000437,and,FALSE,FALSE,FALSE,0.229999999999563
i just want to writethats,it,the,FALSE,FALSE,FALSE,0.260000000000218,the,FALSE,FALSE,FALSE,0.269999999999527
is it glorious i,actually,was,FALSE,FALSE,TRUE,0.289999999999964,was,FALSE,FALSE,TRUE,0.240000000000691
baseball teams,who,in,FALSE,FALSE,FALSE,0.220000000000255,in,FALSE,FALSE,FALSE,0.199999999999818
food espn,sleep,the,FALSE,FALSE,FALSE,0.210000000000036,the,FALSE,FALSE,FALSE,0.220000000000255
i dont get,guys,the,FALSE,FALSE,FALSE,0.25,the,FALSE,FALSE,FALSE,0.0299999999997453
so weird,we,i,FALSE,FALSE,FALSE,0.230000000000473,i,FALSE,FALSE,FALSE,0.199999999999818
i wouldnt,change,have,FALSE,FALSE,TRUE,0.229999999999563,have,FALSE,FALSE,FALSE,0.0900000000001455
roberts in the first round,of,of,TRUE,TRUE,TRUE,0.300000000000182,of,TRUE,TRUE,TRUE,0.0799999999999272
end their,long,own,FALSE,FALSE,TRUE,0.25,own,FALSE,FALSE,TRUE,0.25
prices through higher gas,taxes,and,FALSE,TRUE,TRUE,0.260000000000218,and,FALSE,TRUE,TRUE,0.25
bringuier conductor,weilerstein,the,FALSE,FALSE,FALSE,0.220000000000255,the,FALSE,FALSE,FALSE,0.199999999999818
a donor hope,these,you,FALSE,FALSE,FALSE,0.25,you,FALSE,FALSE,FALSE,0.229999999999563
have it any,other,way,FALSE,TRUE,TRUE,0.279999999999745,way,FALSE,FALSE,FALSE,0.130000000000109
expensive framing,required,the,FALSE,FALSE,FALSE,0.219999999999345,the,FALSE,FALSE,FALSE,0.210000000000036
of being an insider but,thats,i,FALSE,FALSE,TRUE,0.270000000000437,i,FALSE,FALSE,TRUE,0.270000000000437
of w th street,vandalism,and,FALSE,FALSE,FALSE,0.279999999999745,and,FALSE,FALSE,FALSE,0.160000000000764
give away two pairs,of,of,TRUE,TRUE,TRUE,0.279999999999745,of,TRUE,TRUE,TRUE,0.279999999999745
are taking the bolder more,principled,than,FALSE,FALSE,FALSE,0.3100000000004,than,FALSE,FALSE,FALSE,0.339999999999236
an opportunity,to,to,TRUE,TRUE,TRUE,0.25,to,TRUE,TRUE,TRUE,0.110000000000582
he buoyantly reemerged ,followed,the,FALSE,FALSE,FALSE,0.230000000000473,the,FALSE,FALSE,FALSE,0.230000000000473
center its a fender,tbucket,the,FALSE,FALSE,FALSE,0.25,the,FALSE,FALSE,FALSE,0.25
of interesting bits,and,of,FALSE,TRUE,TRUE,0.25,of,FALSE,TRUE,TRUE,0.279999999999745
your contemporaries or predecessors try,to,to,TRUE,TRUE,TRUE,0.300000000000182,to,TRUE,TRUE,TRUE,0.300000000000182
that the companys falling,profits,in,FALSE,FALSE,FALSE,0.3100000000004,in,FALSE,FALSE,FALSE,0.25
all these lovely,comments,pink,FALSE,FALSE,FALSE,0.3100000000004,pink,FALSE,FALSE,FALSE,0.369999999999891
who even the wsox,let,the,FALSE,FALSE,FALSE,0.340000000000146,the,FALSE,FALSE,FALSE,0.319999999999709
long you going,to,to,TRUE,TRUE,TRUE,0.25,to,TRUE,TRUE,TRUE,0.110000000000582
using my stash whoot,whoot,the,FALSE,FALSE,FALSE,0.25,the,FALSE,FALSE,FALSE,0.25
and a surprise visit,by,to,FALSE,FALSE,FALSE,0.25,to,FALSE,FALSE,FALSE,0.230000000000473
 ride of the,valkryries,most,FALSE,FALSE,FALSE,0.579999999999927,year,FALSE,FALSE,FALSE,0.180000000000291
today what could it,be,be,TRUE,TRUE,TRUE,0.279999999999745,be,TRUE,TRUE,TRUE,0.119999999999891
music crept,by,the,FALSE,FALSE,FALSE,0.180000000000291,the,FALSE,FALSE,FALSE,0.1899999999996
sidney last,night,year,FALSE,TRUE,TRUE,0.220000000000255,year,FALSE,TRUE,TRUE,0.199999999999818
blind and,a,the,FALSE,TRUE,TRUE,0.299999999999272,the,FALSE,TRUE,TRUE,0.259999999999309
love the word,whatsoever,of,FALSE,FALSE,FALSE,0.25,of,FALSE,FALSE,FALSE,0.109999999999673
as always have a good,day,time,FALSE,TRUE,TRUE,0.280000000000655,time,FALSE,TRUE,TRUE,0.0600000000004002
at mercy,hospital,of,FALSE,FALSE,FALSE,0.210000000000036,of,FALSE,FALSE,FALSE,0.220000000000255
beer writers on both,panels,sides,FALSE,FALSE,FALSE,0.269999999999527,sides,FALSE,FALSE,FALSE,0.159999999999854
use it to make animated,gifs,the,FALSE,FALSE,FALSE,0.279999999999745,the,FALSE,FALSE,FALSE,0.309999999999491
said we,needed,have,FALSE,FALSE,TRUE,0.229999999999563,have,FALSE,FALSE,FALSE,0.0900000000001455
conducting more surprise i,company,was,FALSE,FALSE,FALSE,0.289999999999964,was,FALSE,FALSE,FALSE,0.289999999999964
tells you,that,that,TRUE,TRUE,TRUE,0.25,that,TRUE,TRUE,TRUE,0.100000000000364
chances of showers,low,and,FALSE,FALSE,FALSE,0.270000000000437,and,FALSE,FALSE,FALSE,0.119999999999891
 take  minutes,each,or,FALSE,TRUE,TRUE,0.299999999999272,until,FALSE,TRUE,TRUE,0.119999999999891
want perfect i want,real,to,FALSE,FALSE,FALSE,0.280000000000655,to,FALSE,FALSE,FALSE,0.139999999999418
work schedule i,know,was,FALSE,TRUE,TRUE,0.289999999999964,was,FALSE,TRUE,TRUE,0.279999999999745
would not be affected said,the,the,TRUE,TRUE,TRUE,0.300000000000182,the,TRUE,TRUE,TRUE,0.299999999999272
but it,did,is,FALSE,FALSE,TRUE,0.25,is,FALSE,FALSE,FALSE,0.069999999999709
coming by,the,the,TRUE,TRUE,TRUE,0.199999999999818,the,TRUE,TRUE,TRUE,0.199999999999818
do you,wear,think,FALSE,FALSE,FALSE,0.230000000000473,think,FALSE,FALSE,FALSE,0.0799999999999272
look whos talkin,u,bout,FALSE,FALSE,FALSE,0.25,bout,FALSE,FALSE,FALSE,0.25
good i,love,was,FALSE,TRUE,TRUE,0.25,was,FALSE,FALSE,FALSE,0.0799999999999272
nora rupert from the broward,county,the,FALSE,FALSE,FALSE,0.25,the,FALSE,FALSE,FALSE,0.260000000000218
that like thisâ because,i,i,TRUE,TRUE,TRUE,0.800000000000182,i,TRUE,TRUE,TRUE,0.899999999999636
the biopsy site before,it,the,FALSE,TRUE,TRUE,0.269999999999527,the,FALSE,TRUE,TRUE,0.260000000000218
know exactly who your,talking,favorite,FALSE,FALSE,FALSE,0.300000000000182,favorite,FALSE,FALSE,FALSE,0.25
strikes again,uk,i,FALSE,FALSE,FALSE,0.229999999999563,i,FALSE,FALSE,FALSE,0.220000000000255
ya stuff,is,i,FALSE,TRUE,TRUE,0.210000000000036,i,FALSE,TRUE,TRUE,0.199999999999818
thanks for the wellwishes,i,the,FALSE,TRUE,TRUE,0.329999999999927,the,FALSE,TRUE,TRUE,0.279999999999745
